Name, Fecha,Latchs,UserIo,SystemIo,Others,Application,Commit,Network,Cpu
DBA1, 2019-11-20 01:00:00, 2.2, 70.8, 193.8, 2.4, 31, 115.2, 15.2, 79.2
DBA1, 2019-11-20 02:00:00, 1.83, 77.33, 209.5, 3, 34.33, 127.83, 16, 79.33
DBA1, 2019-11-20 03:00:00, 5.23, 80.79, 217.55, 2.96, 36.59, 135.5, 15.78, 81.53
DBA1, 2019-11-20 04:00:00, 2.5, 87.17, 229, 3.83, 37, 151.33, 16.5, 79
DBA1, 2019-11-20 05:00:00, 3.67, 84.5, 227.33, 3.17, 37.67, 164.33, 18.67, 78.83
DBA1, 2019-11-20 06:00:00, 7, 70.6, 194, 3.6, 34.4, 109, 16, 81.4
DBA1, 2019-11-20 07:00:00, 2.67, 74.67, 206.83, 2.67, 33.67, 122, 12.67, 81.67
DBA1, 2019-11-20 08:00:00, 3, 79.67, 214, 3.67, 35.17, 126.17, 20.5, 82.5
DBA1, 2019-11-20 09:00:00, 5.14, 88.71, 239.29, 2.57, 40.71, 192.29, 12.86, 69.14
DBA1, 2019-11-20 10:00:00, 1.33, 82.17, 220.5, 1.83, 36.83, 134.33, 16.33, 81.17
DBA1, 2019-11-20 11:00:00, 6.2, 87.8, 233, 2.6, 39.6, 140.6, 18.2, 81.8
DBA1, 2019-11-20 12:00:00, 4.5, 96.17, 256.67, 1.83, 43.33, 163.5, 16.5, 86.33
DBA1, 2019-11-20 13:00:00, 6.33, 87, 233.67, 2.67, 40.33, 143.67, 11.5, 81.33
DBA1, 2019-11-20 14:00:00, 5.4, 77, 213.2, 4.2, 36.6, 125.2, 21, 79.4
DBA1, 2019-11-20 15:00:00, 1.33, 77.33, 211.67, 2, 35, 123.33, 18.67, 79
DBA1, 2019-11-20 16:00:00, 1.67, 74.33, 208.5, 3.5, 36, 121.5, 20.83, 82.17
DBA1, 2019-11-20 17:00:00, 6.67, 78.33, 212, 3.33, 40, 126.5, 16.5, 82.5
DBA1, 2019-11-20 18:00:00, 5, 102.83, 261.5, 3.33, 47.33, 196.83, 19, 83
DBA1, 2019-11-20 19:00:00, 7.6, 75, 210.4, 3.2, 33.6, 129.2, 16.2, 82.6
DBA1, 2019-11-20 20:00:00, 1.67, 69, 199.33, 2.17, 31.83, 114.5, 10.67, 82.5
DBA1, 2019-11-20 21:00:00, 3.5, 71.17, 199.33, 2.67, 33.67, 111.67, 16.17, 82.67
DBA1, 2019-11-20 22:00:00, 31, 92, 216.5, 4.67, 37.67, 117.67, 15, 87.67
DBA1, 2019-11-20 23:00:00, 2.67, 75.5, 205.17, 1.83, 35.67, 116, 8.5, 82.83
DBA1, 2019-11-21 00:00:00, 5.8, 87.8, 218.2, 2.8, 34.8, 134.2, 15.2, 87.2
DBA1, 2019-11-21 01:00:00, 2.5, 72.83, 199, 3.17, 31.83, 121.33, 19.17, 83.33
DBA1, 2019-11-21 02:00:00, 3.5, 69, 195.17, 2.5, 30.83, 120.33, 7.67, 80.67
DBA1, 2019-11-21 03:00:00, 3.6, 73.36, 205.64, 2.72, 34.76, 123.35, 15.16, 77.61
DBA1, 2019-11-21 04:00:00, 2.33, 82.67, 223.67, 2.5, 35.5, 141.67, 17, 82
DBA1, 2019-11-21 05:00:00, 2.5, 66.17, 186.17, 2.83, 30.33, 104.67, 17, 80.17
DBA1, 2019-11-21 06:00:00, 4.29, 71.71, 200.43, 3.71, 33.43, 144, 13.86, 70.43
DBA1, 2019-11-21 07:00:00, 4.17, 71.67, 204.17, 3.33, 32.83, 123.83, 21.83, 80.33
DBA1, 2019-11-21 08:00:00, 8.67, 86, 217.33, 3.33, 35.17, 130.5, 14.83, 79.5
DBA1, 2019-11-21 09:00:00, 4.6, 77.8, 215.2, 2.6, 35.2, 136, 16.2, 78
DBA1, 2019-11-21 10:00:00, 1.33, 71, 204.5, 3, 34.33, 126.83, 19.67, 77
DBA1, 2019-11-21 11:00:00, 4, 85.5, 239, 2.83, 45.67, 165.67, 12, 74.67
DBA1, 2019-11-21 12:00:00, 4.33, 70.33, 201.5, 2.83, 34.67, 114.67, 12.67, 77.5
DBA1, 2019-11-21 13:00:00, 1.17, 70.83, 202, 1.83, 33.17, 117.83, 12.33, 77
DBA1, 2019-11-21 14:00:00, 6.2, 69.6, 196.4, 2.2, 33.2, 109.4, 17.2, 77.6
DBA1, 2019-11-21 15:00:00, 3.83, 69.33, 201.83, 2.83, 36.33, 112.5, 15.67, 78.67
DBA1, 2019-11-21 16:00:00, 1, 69.33, 200.83, 1.67, 33.33, 111.33, 15.67, 75.67
DBA1, 2019-11-21 17:00:00, 2.83, 64.33, 189.33, 1.83, 30.67, 104, 7.83, 76.83
DBA1, 2019-11-21 18:00:00, 1, 64.2, 190.2, 3, 32, 102.4, 14.6, 76.4
DBA1, 2019-11-21 19:00:00, 1.83, 82.17, 237.17, 2.83, 40.83, 163.17, 17.5, 75.17
DBA1, 2019-11-21 20:00:00, 3.5, 65.67, 187.83, 3.83, 31, 100.67, 14.33, 75.33
DBA1, 2019-11-21 21:00:00, 2.67, 65.17, 191.17, 3.67, 33.83, 99, 15.17, 78.5
DBA1, 2019-11-21 22:00:00, 7.33, 85.17, 208.17, 2.33, 40.67, 111.5, 10, 80.83
DBA1, 2019-11-21 23:00:00, 2.4, 70.4, 198.4, 3, 32.8, 109, 15.6, 76.6
DBA1, 2019-11-22 00:00:00, 7.67, 87.83, 240.33, 2.5, 44.33, 167.67, 12.33, 77.67
DBA1, 2019-11-22 01:00:00, 2.83, 65.83, 186.83, 1.5, 29.5, 107, 15.67, 76
DBA1, 2019-11-22 02:00:00, 1.33, 62.83, 182, 2.5, 28.5, 104.17, 20.5, 75.5
DBA1, 2019-11-22 03:00:00, 6.82, 102.05, 264.62, 2.94, 49.8, 180.21, 16.28, 79.25
DBA1, 2019-11-22 04:00:00, 4.67, 95.33, 245, 3.33, 39.5, 161.5, 19, 81.33
DBA1, 2019-11-22 05:00:00, 1.6, 72.2, 201.4, 2.6, 32.2, 122.6, 12.6, 78.6
DBA1, 2019-11-22 06:00:00, 1.17, 64.5, 188.67, 2.33, 30, 102.17, 17.17, 77
DBA1, 2019-11-22 07:00:00, 2, 68.83, 199.17, 2, 32.83, 115.83, 37.17, 76
DBA1, 2019-11-22 08:00:00, 12, 89.2, 249.2, 3.4, 41, 143, 20.8, 94.2
DBA1, 2019-11-22 09:00:00, 2.57, 65.14, 175.14, 2, 30, 100.71, 12.43, 66.14
DBA1, 2019-11-22 10:00:00, 1.4, 69.2, 197.2, 1.8, 32, 109.8, 12, 75.8
DBA1, 2019-11-22 11:00:00, 1.67, 73.33, 203.83, 2.67, 34.33, 115, 13.67, 77.33
DBA1, 2019-11-22 12:00:00, 9.17, 109.33, 267, 3.5, 48, 211.5, 13, 79.17
DBA1, 2019-11-22 13:00:00, 2, 80, 216, 2, 35, 138.83, 19.83, 76.5
DBA1, 2019-11-22 14:00:00, 2.33, 72.5, 204.83, 2.67, 33, 125.17, 17.67, 79
DBA1, 2019-11-22 15:00:00, 1.4, 72.4, 201, 2.2, 34.4, 114.4, 20.2, 78
DBA1, 2019-11-22 16:00:00, 47, 119, 312, 5.4, 59.6, 185.8, 13.6, 94.4
DBA1, 2019-11-22 17:00:00, 2.67, 100.67, 270.33, 2.5, 47.33, 165.5, 14.17, 79.5
DBA1, 2019-11-22 18:00:00, 3.5, 170.5, 416.33, 3.17, 84.5, 363.33, 17.17, 75.33
DBA1, 2019-11-22 19:00:00, 13.17, 299.67, 633.17, 3.67, 167.67, 655, 12.83, 70
DBA1, 2019-11-22 20:00:00, 4.6, 126.8, 325.4, 3.4, 67, 225.8, 18.4, 79.8
DBA1, 2019-11-22 21:00:00, 13.17, 109, 288.83, 2, 52.5, 209.67, 11.67, 79.33
DBA1, 2019-11-22 22:00:00, 19.67, 125, 294.83, 5.17, 69.33, 179.83, 12, 83.83
DBA1, 2019-11-22 23:00:00, 2.67, 92.17, 257.17, 2.33, 49.5, 147.17, 18, 81.17
DBA1, 2019-11-23 00:00:00, 12.6, 113.6, 301.2, 3.6, 52.4, 193.4, 14.6, 88.6
DBA1, 2019-11-23 01:00:00, 2.5, 90.83, 243.67, 3.33, 40.33, 154, 11.83, 77.83
DBA1, 2019-11-23 02:00:00, 2.17, 91.33, 250.33, 2.83, 45.17, 147, 14.17, 80.5
DBA1, 2019-11-23 03:00:00, 22.69, 112.55, 287.64, 3.55, 52.88, 182.84, 15.1, 83
DBA1, 2019-11-23 04:00:00, 7.83, 113.83, 281.83, 3.83, 54, 187.83, 17.17, 78.67
DBA1, 2019-11-23 05:00:00, 15.8, 105, 267, 4.2, 52.4, 169.2, 11.6, 81
DBA1, 2019-11-23 06:00:00, 14.67, 107.67, 254, 3.67, 55.17, 142.67, 16.5, 83.5
DBA1, 2019-11-23 07:00:00, 3.33, 93.33, 256.67, 1.5, 45.5, 153.17, 17.17, 78.5
DBA1, 2019-11-23 08:00:00, 2.25, 124.25, 308.25, 3.25, 60, 192.75, 20.5, 80.5
DBA1, 2019-11-23 09:00:00, 15.6, 173.2, 436.8, 4.8, 86, 254, 27.4, 118.4
DBA1, 2019-11-23 10:00:00, 9.67, 115.67, 269, 3.67, 54.67, 162.5, 12.5, 87.17
DBA1, 2019-11-23 11:00:00, 1.17, 97, 265.67, 2.67, 44, 168.83, 16.67, 84
DBA1, 2019-11-23 12:00:00, 3.17, 95.33, 263.17, 3.17, 43.17, 171.67, 18.67, 82.33
DBA1, 2019-11-23 13:00:00, 0.83, 83.33, 220, 3, 37.17, 137, 9.5, 69
DBA1, 2019-11-23 14:00:00, 3.33, 129.5, 308, 3.67, 50.17, 203, 22, 86
DBA1, 2019-11-23 15:00:00, 2.67, 104.33, 279.5, 2.67, 49.83, 170.5, 15.83, 82.33
DBA1, 2019-11-23 16:00:00, 1, 81.17, 230.5, 3.33, 38.17, 127.17, 15.83, 79.83
DBA1, 2019-11-23 17:00:00, 2.33, 117.83, 311.83, 3.33, 57.33, 233, 13.17, 80.33
DBA1, 2019-11-23 18:00:00, 4.67, 128.33, 298.67, 4.17, 52, 196.17, 15, 81.5
DBA1, 2019-11-23 19:00:00, 2, 122, 306, 3, 51.8, 198, 14.2, 78.4
DBA1, 2019-11-23 20:00:00, 1.33, 115.5, 304.17, 2.67, 54, 199.33, 18.5, 80.33
DBA1, 2019-11-23 21:00:00, 8, 130.67, 329.5, 7.33, 69.17, 209.17, 11.17, 81.5
DBA1, 2019-11-23 22:00:00, 3.5, 131.5, 300, 5.33, 57, 183.67, 15.5, 82
DBA1, 2019-11-23 23:00:00, 69.83, 101.67, 276.83, 3.33, 47.83, 172, 6.33, 82.5
DBA1, 2019-11-24 00:00:00, 116.4, 114, 300.8, 3, 68.6, 209.6, 9.2, 83.6
DBA1, 2019-11-24 01:00:00, 117.83, 98.5, 259.17, 3, 45.17, 165.17, 7.83, 81
DBA1, 2019-11-24 02:00:00, 134.33, 104, 281.67, 2.67, 47.5, 188.67, 7.67, 81.83
DBA1, 2019-11-24 03:00:00, 22.43, 111.1, 281.55, 2.74, 52.64, 178.34, 5.66, 77.04
DBA1, 2019-11-24 04:00:00, 122.4, 115.8, 291.8, 3, 49, 201.8, 7.2, 80.6
DBA1, 2019-11-24 05:00:00, 143.83, 110.67, 283, 3.17, 49, 185, 8.33, 83.17
DBA1, 2019-11-24 06:00:00, 87.83, 144.33, 323.33, 4, 64.17, 222.67, 7.17, 83.33
DBA1, 2019-11-24 07:00:00, 16.5, 119.33, 304, 3.17, 58.17, 195.67, 9.5, 78.83
DBA1, 2019-11-24 08:00:00, 2.83, 110.17, 282.17, 2.5, 51.33, 175.17, 4.33, 80.83
DBA1, 2019-11-24 09:00:00, 2, 93.83, 251.83, 4, 47.33, 156.5, 6.5, 75.67
DBA1, 2019-11-24 10:00:00, 1, 96.5, 230, 2.33, 42, 142.5, 5.83, 66
DBA1, 2019-11-24 11:00:00, 1.17, 107, 278.67, 2.67, 48.5, 173.17, 5, 76.5
DBA1, 2019-11-24 12:00:00, 1.83, 95.17, 258.5, 1.83, 44.5, 155.67, 5.17, 76.17
DBA1, 2019-11-24 13:00:00, 1, 100, 263, 2.5, 48.17, 163.67, 5.83, 75.5
DBA1, 2019-11-24 14:00:00, 8, 141.33, 331.83, 3.17, 62.33, 239.67, 5.5, 79.17
DBA1, 2019-11-24 15:00:00, 1.8, 100.8, 267.2, 3.2, 48.2, 164.4, 5, 75.4
DBA1, 2019-11-24 16:00:00, 1.67, 95.17, 254.83, 1.83, 46.17, 151.33, 6.17, 75.67
DBA1, 2019-11-24 17:00:00, 1, 121.17, 312.33, 1.5, 55.83, 200.5, 4.5, 76.83
DBA1, 2019-11-24 18:00:00, 3, 135, 321, 2.83, 58.33, 206.33, 4.67, 77.33
DBA1, 2019-11-24 19:00:00, 2, 111.33, 286.33, 3.33, 55.33, 172.5, 5.5, 75.33
DBA1, 2019-11-24 20:00:00, 1.17, 96, 260.5, 2.33, 46.17, 152.5, 5, 77.5
DBA1, 2019-11-24 21:00:00, 3.2, 107.4, 266.8, 2.6, 73, 156.4, 4.8, 76.2
DBA1, 2019-11-24 22:00:00, 2.57, 96.14, 234.57, 1.57, 44.29, 136, 4.57, 68
DBA1, 2019-11-24 23:00:00, 3.83, 100, 268.17, 3.33, 51.67, 160.5, 5.17, 75.83
DBA1, 2019-11-25 00:00:00, 11, 118.83, 287.33, 2.33, 62.67, 181.83, 4.5, 76.5
DBA1, 2019-11-25 01:00:00, 1.4, 119.2, 305.6, 2.2, 57.2, 196.2, 5, 81.4
DBA1, 2019-11-25 02:00:00, 3, 118.5, 302.67, 2.67, 52.5, 198.5, 4.67, 76.17
DBA1, 2019-11-25 03:00:00, 6.33, 118.42, 295.71, 3.13, 54.22, 205.2, 6.4, 79.76
DBA1, 2019-11-25 04:00:00, 10.2, 131.25, 313, 4, 60.75, 230, 4.25, 76
DBA1, 2019-11-25 05:00:00, 7, 124.4, 315.8, 2.8, 52.4, 227.33, 4.8, 77.2
DBA1, 2019-11-25 06:00:00, 2.83, 112.5, 280, 2.33, 52.33, 178.67, 5.17, 76.33
DBA1, 2019-11-25 07:00:00, 4.25, 107.75, 287.6, 3, 49.5, 181.8, 8, 75.83
DBA1, 2019-11-25 08:00:00, 5.2, 112.25, 287, 2.5, 58.75, 184.5, 7.5, 82.75
DBA1, 2019-11-25 09:00:00, 2.83, 128.67, 328.67, 2.67, 58, 220, 7.17, 86.17
DBA1, 2019-11-25 10:00:00, 2.43, 120.43, 297.43, 3.71, 61.29, 217.43, 5.29, 67.57
DBA1, 2019-11-25 11:00:00, 4.8, 109.4, 289.8, 4, 55.2, 183.8, 7.4, 79.8
DBA1, 2019-11-25 12:00:00, 1, 115.67, 299, 2, 54.5, 194.83, 7.17, 77.33
DBA1, 2019-11-25 13:00:00, 4.33, 122.5, 309.5, 3, 54.17, 221.5, 7, 79
DBA1, 2019-11-25 14:00:00, 12.25, 101.75, 238.38, 2.88, 39.63, 164.88, 5.5, 63
DBA1, 2019-11-25 15:00:00, 9.2, 150.6, 363.4, 2.8, 64.6, 259, 8.8, 86.6
DBA1, 2019-11-25 16:00:00, 6, 101.83, 269.17, 4.17, 45.17, 180.83, 8.33, 82.17
DBA1, 2019-11-25 17:00:00, 1.67, 141, 339.17, 4.17, 61.17, 236.17, 7.5, 82
DBA1, 2019-11-25 18:00:00, 19.2, 228.2, 501.6, 2.6, 111, 374.4, 6.4, 77.6
DBA1, 2019-11-25 19:00:00, 12.5, 272.5, 583.33, 3.33, 127, 521.83, 5.33, 76.33
DBA1, 2019-11-25 20:00:00, 1.83, 77.67, 227, 3.5, 37.83, 146.17, 5.83, 83.67
DBA1, 2019-11-25 21:00:00, 7.33, 79.5, 215.67, 3.5, 35.83, 135.17, 5.67, 84
DBA1, 2019-11-25 22:00:00, 18, 88.83, 221, 2.33, 36.17, 134.83, 6.83, 87
DBA1, 2019-11-25 23:00:00, 1.33, 72.33, 206.17, 3.5, 32.83, 124.5, 5, 84
DBA1, 2019-11-26 00:00:00, 11, 76.2, 205.8, 2.8, 39.6, 124.8, 5.6, 86.4
DBA1, 2019-11-26 01:00:00, 1.67, 64.83, 187.33, 3.17, 29.5, 111.5, 6.17, 81
DBA1, 2019-11-26 02:00:00, 2.6, 73, 210.4, 3.8, 33, 122.6, 5.8, 92.2
DBA1, 2019-11-26 03:00:00, 4.17, 75.4, 208.26, 2.74, 36.3, 124.62, 6.42, 81.17
DBA1, 2019-11-26 04:00:00, 8, 112.4, 277, 3.2, 53.2, 206.8, 6.6, 81.2
DBA1, 2019-11-26 05:00:00, 5.5, 75.33, 204.17, 4.17, 36.5, 121.5, 6.17, 84.5
DBA1, 2019-11-26 06:00:00, 5.33, 74.67, 208, 2.5, 34.83, 107.17, 6.67, 88.33
DBA1, 2019-11-26 07:00:00, 4.6, 73.2, 204, 3.2, 35.8, 111.4, 6.2, 82
DBA1, 2019-11-26 08:00:00, 2.71, 64.14, 180, 2.43, 31.86, 106, 4.71, 70.57
DBA1, 2019-11-26 09:00:00, 1.83, 73.5, 207.33, 2.17, 35.33, 118.5, 7.67, 82.67
DBA1, 2019-11-26 10:00:00, 2.57, 60.86, 175, 2.43, 29.14, 95.43, 6.86, 71.57
DBA1, 2019-11-26 11:00:00, 2.14, 57.43, 170.57, 1, 28, 97.14, 4.71, 70.57
DBA1, 2019-11-26 12:00:00, 1.67, 91.17, 251.67, 1.5, 44.5, 183.17, 7.83, 79.5
DBA1, 2019-11-26 13:00:00, 1, 73.8, 205.8, 2.4, 34.6, 116.6, 6.4, 81.8
DBA1, 2019-11-26 14:00:00, 2.17, 67, 194, 2.67, 31.17, 106.67, 7.67, 81.33
DBA1, 2019-11-26 15:00:00, 2.83, 69.5, 197.67, 1.83, 33.33, 107.33, 7.5, 81.33
DBA1, 2019-11-26 16:00:00, 2.83, 73.33, 216.5, 3.33, 37.33, 133.33, 7.33, 85.5
DBA1, 2019-11-26 17:00:00, 3.83, 88.33, 230.67, 2.67, 41.17, 148.83, 6.17, 81.83
DBA1, 2019-11-26 18:00:00, 4.8, 67.2, 194.4, 2.8, 33.2, 107, 6.4, 81.4
DBA1, 2019-11-26 19:00:00, 3.17, 69.33, 201.5, 2.17, 31.67, 105.5, 6.33, 87
DBA1, 2019-11-26 20:00:00, 2.83, 65.33, 190.17, 3, 30.83, 103, 6.67, 81.67
DBA1, 2019-11-26 21:00:00, 16.5, 81.67, 211.33, 3.67, 43.5, 116.33, 5.5, 85
DBA1, 2019-11-26 22:00:00, 11, 95.4, 219.6, 2.2, 45.8, 123.2, 5.8, 88.4
DBA1, 2019-11-26 23:00:00, 1.83, 75, 206.67, 3.83, 33.67, 121, 8, 83.17
DBA1, 2019-11-27 00:00:00, 4, 61.71, 174.86, 2.29, 33.86, 106.43, 4.57, 71.14
DBA1, 2019-11-27 01:00:00, 2.5, 73.33, 210.83, 4, 33.33, 134, 6.5, 83.33
DBA1, 2019-11-27 02:00:00, 2, 90, 245.17, 3.5, 42, 163.83, 6.5, 81.5
DBA1, 2019-11-27 03:00:00, 4.4, 77.64, 214.96, 3.33, 36.91, 132.79, 7.25, 83.78
DBA1, 2019-11-27 04:00:00, 6.5, 88.67, 236.5, 4.33, 36, 154.67, 7.83, 83.17
DBA1, 2019-11-27 05:00:00, 9, 99, 251.33, 3.67, 47, 191.67, 6.5, 79.83
DBA1, 2019-11-27 06:00:00, 2.83, 68.17, 195, 3.33, 31.5, 106.67, 5.67, 81.33
DBA1, 2019-11-27 07:00:00, 1.8, 71.2, 204.2, 4.8, 36.4, 123, 27.8, 84.8
DBA1, 2019-11-27 08:00:00, 6, 74.17, 204.67, 2.33, 33, 119.83, 8, 79.33
DBA1, 2019-11-27 09:00:00, 3, 70.17, 207.67, 1.83, 34.5, 133.83, 5.5, 80.33
DBA1, 2019-11-27 10:00:00, 2.33, 87.67, 246.33, 3.33, 42.67, 169.5, 6.67, 82.83
DBA1, 2019-11-27 11:00:00, 3.8, 84.6, 232.2, 2.2, 39.2, 134.2, 6.6, 88.6
DBA1, 2019-11-27 12:00:00, 1.33, 67.5, 197.83, 3.67, 31.17, 112.33, 8.33, 82.5
DBA1, 2019-11-27 13:00:00, 7.83, 73.33, 207.33, 3.5, 32, 127.5, 5, 84
DBA1, 2019-11-27 14:00:00, 3, 75.17, 216.17, 4, 37.67, 138.33, 6.5, 83.5
DBA1, 2019-11-27 15:00:00, 3.83, 64.5, 179.67, 1.83, 30.33, 106.83, 6, 70
DBA1, 2019-11-27 16:00:00, 3.5, 84.33, 228.83, 4.17, 40.67, 132.5, 7.83, 92.17
DBA1, 2019-11-27 17:00:00, 5.83, 72.67, 209, 2.67, 35.33, 121.17, 8.17, 84.83
DBA1, 2019-11-27 18:00:00, 4.6, 67.2, 193.8, 2.4, 32.4, 103.6, 5.6, 81.8
DBA1, 2019-11-27 19:00:00, 1.33, 71.5, 207.17, 4.33, 33, 127.33, 7, 85.17
DBA1, 2019-11-27 20:00:00, 2.33, 69.6, 199.17, 3, 31.6, 112, 6.4, 83
DBA1, 2019-11-27 21:00:00, 11.6, 78, 206.4, 3, 44.33, 118.67, 5.5, 84.5
DBA1, 2019-11-27 22:00:00, 10.5, 120.5, 271.83, 3.5, 51.83, 202.5, 5.67, 87.67
DBA1, 2019-11-27 23:00:00, 3.6, 70.2, 203.8, 2.6, 35.4, 122.2, 4.2, 82.6
DBA1, 2019-11-28 00:00:00, 2.6, 85.2, 244.4, 5.6, 48.2, 144.6, 6.8, 100.8
DBA1, 2019-11-28 01:00:00, 3.5, 69.17, 196, 4.5, 36.33, 116.33, 6, 84.33
DBA1, 2019-11-28 02:00:00, 1.5, 70.33, 201, 2.17, 30, 118.5, 5.5, 83
DBA1, 2019-11-28 03:00:00, 3.52, 74.18, 206.45, 2.55, 34.69, 126.09, 6.23, 76.87
DBA1, 2019-11-28 04:00:00, 3.83, 88.67, 242, 2.67, 37.33, 175.17, 4.67, 84
DBA1, 2019-11-28 05:00:00, 6, 75, 203.67, 3.67, 32.5, 121.33, 5.67, 83
DBA1, 2019-11-28 06:00:00, 1, 65.29, 186.86, 2.57, 32.71, 121.86, 5.86, 71.57
DBA1, 2019-11-28 07:00:00, 4, 85.67, 233.67, 2.17, 40.33, 168.5, 9.33, 80.5
DBA1, 2019-11-28 08:00:00, 7.2, 96.6, 240.6, 2.6, 39.8, 159, 6, 87.6
DBA1, 2019-11-28 09:00:00, 0.83, 72.33, 204.83, 3, 32.67, 122.83, 7.5, 80
DBA1, 2019-11-28 10:00:00, 4, 75, 206.83, 3.67, 34.17, 125.67, 6.67, 79.83
DBA1, 2019-11-28 11:00:00, 12.6, 92.4, 264.6, 2.4, 45.2, 207.8, 6.6, 77.4
DBA1, 2019-11-28 12:00:00, 2.5, 70.17, 204, 2.33, 33.5, 121, 7.67, 80
DBA1, 2019-11-28 13:00:00, 3.29, 60.29, 172.29, 2, 28.43, 97.14, 7.29, 65.43
DBA1, 2019-11-28 14:00:00, 2.83, 69.5, 197.67, 2, 33.83, 112, 6, 75.33
DBA1, 2019-11-28 15:00:00, 1.33, 70.5, 201.83, 2.5, 33.5, 110.67, 4.67, 77.33
DBA1, 2019-11-28 16:00:00, 2, 75.2, 211.6, 2.4, 37, 123.2, 4.8, 75.8
DBA1, 2019-11-28 17:00:00, 4.17, 67, 200.5, 3.5, 34.67, 115.67, 6, 75.67
DBA1, 2019-11-28 18:00:00, 4.17, 69.5, 203.33, 2.5, 33.5, 106.67, 6.67, 82.5
DBA1, 2019-11-28 19:00:00, 2, 68.8, 196.6, 2.6, 33.2, 107.6, 5.2, 76.4
DBA1, 2019-11-28 20:00:00, 2.86, 54.14, 162.57, 1.86, 27, 90.86, 5.29, 66.14
DBA1, 2019-11-28 21:00:00, 6.5, 70, 197.83, 2.17, 34, 107.5, 6, 77.83
DBA1, 2019-11-28 22:00:00, 7.33, 80.5, 202.17, 3.17, 38.33, 111.5, 6.33, 78.83
DBA1, 2019-11-28 23:00:00, 1.83, 67.17, 191.33, 2.17, 31, 104.33, 6.67, 75.83
DBA1, 2019-11-29 00:00:00, 3.2, 76.4, 204.6, 3, 35.4, 119, 6, 78.4
DBA1, 2019-11-29 01:00:00, 0.86, 56, 158.14, 1.86, 27.29, 93.57, 6.71, 63.86
DBA1, 2019-11-29 02:00:00, 0.6, 117.8, 294.4, 2, 50.8, 202.2, 5.2, 73.8
DBA1, 2019-11-29 03:00:00, 5.55, 98.52, 256.78, 3, 46.48, 171.43, 6.52, 78.42
DBA1, 2019-11-29 04:00:00, 2.17, 81.67, 215.17, 2.5, 34.17, 133.67, 5.83, 75.67
DBA1, 2019-11-29 05:00:00, 0.71, 55.29, 159, 2.14, 26.43, 89.57, 4, 64.29
DBA1, 2019-11-29 06:00:00, 1.6, 61.4, 183.2, 2.2, 29.4, 98, 7.4, 76.8
DBA1, 2019-11-29 07:00:00, 12.83, 73.33, 198.67, 3, 32.33, 116.17, 6.17, 75.5
DBA1, 2019-11-29 08:00:00, 5.5, 80.17, 207.67, 3.5, 36.5, 121, 6.67, 77
DBA1, 2019-11-29 09:00:00, 2.83, 80, 223.5, 3.5, 35.33, 133.33, 7.33, 88.83
DBA1, 2019-11-29 10:00:00, 1.2, 75, 209.4, 4, 34.2, 125.4, 6.4, 82.4
DBA1, 2019-11-29 11:00:00, 6.5, 88.33, 252.33, 4, 45.67, 182.17, 10.17, 86
DBA1, 2019-11-29 12:00:00, 4.17, 81, 216.17, 2.67, 38.17, 140.17, 6.17, 75
DBA1, 2019-11-29 13:00:00, 2.83, 77.83, 214, 2.33, 35.17, 132.67, 5.5, 80.17
DBA1, 2019-11-29 14:00:00, 2.4, 71.2, 201.6, 3.4, 35.2, 116.2, 7.8, 83.8
DBA1, 2019-11-29 15:00:00, 2.83, 64.17, 191, 2.67, 33.67, 106.33, 7, 79.33
DBA1, 2019-11-29 16:00:00, 0.67, 64.17, 191, 2.17, 32.17, 106, 5.17, 78
DBA1, 2019-11-29 17:00:00, 3.5, 71.33, 209.17, 3.67, 35.5, 120.5, 5.17, 78.83
DBA1, 2019-11-29 18:00:00, 18.33, 131.83, 332, 2.17, 66.83, 262.5, 6.67, 76.5
DBA1, 2019-11-29 19:00:00, 9.8, 249, 565.6, 3.6, 125.6, 546.2, 6.4, 71.6
DBA1, 2019-11-29 20:00:00, 1.5, 114.33, 292.33, 2.67, 54.5, 199.5, 8.17, 78
DBA1, 2019-11-29 21:00:00, 13.33, 105.5, 274.5, 4, 49.67, 174.83, 7, 78.5
DBA1, 2019-11-29 22:00:00, 16.17, 145.17, 326, 3.5, 65, 217.33, 7.17, 80
DBA1, 2019-11-29 23:00:00, 1.5, 133.67, 332, 3, 58, 226.5, 6.83, 77.67
DBA1, 2019-11-30 00:00:00, 12.33, 130, 321.17, 3.33, 63.5, 226.83, 6.5, 79.67
DBA1, 2019-11-30 01:00:00, 1.6, 114.6, 285.8, 2.2, 55, 193.6, 5.2, 77
DBA1, 2019-11-30 02:00:00, 3.83, 107, 286.17, 3.17, 50.17, 180.33, 6, 79.6
DBA1, 2019-11-30 03:00:00, 30.15, 126.15, 307.77, 2.77, 57.52, 202.53, 6.74, 80.06
DBA1, 2019-11-30 04:00:00, 12.17, 120.33, 298.5, 3.67, 53.17, 209.5, 7.83, 80
DBA1, 2019-11-30 05:00:00, 7, 120.5, 303.33, 3.17, 51.4, 210.33, 6.4, 80
DBA1, 2019-11-30 06:00:00, 13.67, 110, 269.83, 2, 49.33, 166.67, 7.83, 82
DBA1, 2019-11-30 07:00:00, 5, 145, 347.5, 2.6, 60, 253.2, 5, 76.6
DBA1, 2019-11-30 08:00:00, 3.8, 147.2, 352.8, 2, 61, 230.8, 5, 77.8
